instance_id,summarizer_id,prompt_id,summary,question,answer,prediction,is_correct,is_intended_answer
d0841-A,G,665707c113e9d1096333b96e060a5d1e,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.","In the U. S. eighteen states had passed constitutional amendments prohibiting it while Massachusetts allows and three New England states, New Jersey, what other state had taken steps toward allowing it?",California,Vermont and Connecticut,TRUE,FALSE
d0841-A,G,5c59852cbc0853880ab7af192de4a120,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.",In the U. S. how many states had taken steps toward allowing it?,Hawaii,two,TRUE,FALSE
d0841-A,G,ce43e5d8671c89f8b3d8c6c082f99eb0,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.","In the U. S. eighteen states had passed constitutional amendments prohibiting it while Massachusetts allows and three New England states, New Jersey, California and Hawaii had taken steps toward allowing what?",it,gay marriage,TRUE,TRUE
d0841-A,59,45160070a62e151cde7a9cbf15e9ee45,"We should learn the lesson of Chechnya, Afghanistan, of Iraq, of Palestine. Marriage between homosexuals became legal on June 1, 2003: In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A judge on Tuesday threw out an amendment to the Louisiana Constitution banning gay marriage, a ruling applauded by civil rights advocates but dismissed by social conservatives as a temporary hitch in their campaign to limit the legal rights of gay and lesbian couples. It seems a can't lose proposition: is still there. Marriage is still there, "" he said.",By April 2005 the cause of legalizing gay marriage was making what?,remarkable headway,can't lose proposition,FALSE,FALSE
d0841-A,59,a6e1fd6b2a0335a9bb2696a5cbf20464,"We should learn the lesson of Chechnya, Afghanistan, of Iraq, of Palestine. Marriage between homosexuals became legal on June 1, 2003: In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A judge on Tuesday threw out an amendment to the Louisiana Constitution banning gay marriage, a ruling applauded by civil rights advocates but dismissed by social conservatives as a temporary hitch in their campaign to limit the legal rights of gay and lesbian couples. It seems a can't lose proposition: is still there. Marriage is still there, "" he said.",Which country had legalized the practice?,Spain,"June 1, 2003",FALSE,FALSE
d0841-A,59,999f8a25b60098b2fcb95f219bb3bb0b,"We should learn the lesson of Chechnya, Afghanistan, of Iraq, of Palestine. Marriage between homosexuals became legal on June 1, 2003: In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A judge on Tuesday threw out an amendment to the Louisiana Constitution banning gay marriage, a ruling applauded by civil rights advocates but dismissed by social conservatives as a temporary hitch in their campaign to limit the legal rights of gay and lesbian couples. It seems a can't lose proposition: is still there. Marriage is still there, "" he said.",Which country had legalized the practice?,Denmark,"June 1, 2003",FALSE,FALSE
d0841-A,59,4d7dd9a8935aeeabab3f2d7644068679,"We should learn the lesson of Chechnya, Afghanistan, of Iraq, of Palestine. Marriage between homosexuals became legal on June 1, 2003: In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A judge on Tuesday threw out an amendment to the Louisiana Constitution banning gay marriage, a ruling applauded by civil rights advocates but dismissed by social conservatives as a temporary hitch in their campaign to limit the legal rights of gay and lesbian couples. It seems a can't lose proposition: is still there. Marriage is still there, "" he said.",Which countries had legalized the practice?,Iceland,"Chechnya, Afghanistan, of Iraq, of Palestine",FALSE,FALSE
d0841-A,59,32b216966de69a83d3e228303efad5ff,"We should learn the lesson of Chechnya, Afghanistan, of Iraq, of Palestine. Marriage between homosexuals became legal on June 1, 2003: In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A judge on Tuesday threw out an amendment to the Louisiana Constitution banning gay marriage, a ruling applauded by civil rights advocates but dismissed by social conservatives as a temporary hitch in their campaign to limit the legal rights of gay and lesbian couples. It seems a can't lose proposition: is still there. Marriage is still there, "" he said.","Spain, Denmark, Norway, Sweden, Iceland and Finland had legalized what?",the practice,Marriage between homosexuals,TRUE,TRUE
d0841-A,59,73f529a3d663b0c52f5107a02760bde9,"We should learn the lesson of Chechnya, Afghanistan, of Iraq, of Palestine. Marriage between homosexuals became legal on June 1, 2003: In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A judge on Tuesday threw out an amendment to the Louisiana Constitution banning gay marriage, a ruling applauded by civil rights advocates but dismissed by social conservatives as a temporary hitch in their campaign to limit the legal rights of gay and lesbian couples. It seems a can't lose proposition: is still there. Marriage is still there, "" he said.",Which countries allow gay marriage?,The Netherlands,"Chechnya, Afghanistan, of Iraq, of Palestine",FALSE,FALSE
d0841-A,59,cbb7ac13335937addbb62d1cb30dc3b8,"We should learn the lesson of Chechnya, Afghanistan, of Iraq, of Palestine. Marriage between homosexuals became legal on June 1, 2003: In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A judge on Tuesday threw out an amendment to the Louisiana Constitution banning gay marriage, a ruling applauded by civil rights advocates but dismissed by social conservatives as a temporary hitch in their campaign to limit the legal rights of gay and lesbian couples. It seems a can't lose proposition: is still there. Marriage is still there, "" he said.",What does the Netherlands and Belgium allow?,gay marriage,the same legal and social rights as married heterosexual couples,TRUE,TRUE
d0841-A,59,83e698f5dbd1f76d98a04f729e62d984,"We should learn the lesson of Chechnya, Afghanistan, of Iraq, of Palestine. Marriage between homosexuals became legal on June 1, 2003: In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A judge on Tuesday threw out an amendment to the Louisiana Constitution banning gay marriage, a ruling applauded by civil rights advocates but dismissed by social conservatives as a temporary hitch in their campaign to limit the legal rights of gay and lesbian couples. It seems a can't lose proposition: is still there. Marriage is still there, "" he said.",Which countries give gay couples the same legal rights as married heterosexual couples?,Denmark,"Chechnya, Afghanistan, of Iraq, of Palestine",FALSE,FALSE
d0841-A,59,04316b6159ddf92d503e71af209cb0cf,"We should learn the lesson of Chechnya, Afghanistan, of Iraq, of Palestine. Marriage between homosexuals became legal on June 1, 2003: In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A judge on Tuesday threw out an amendment to the Louisiana Constitution banning gay marriage, a ruling applauded by civil rights advocates but dismissed by social conservatives as a temporary hitch in their campaign to limit the legal rights of gay and lesbian couples. It seems a can't lose proposition: is still there. Marriage is still there, "" he said.","Denmark, Norway, Sweden, what country gives gay couples the same legal rights as married heterosexual couples?",Iceland,Chechnya,FALSE,FALSE
